prompt,completion
Unsafe control action: Piloting Controller provides actuator movements during takeoff when the aircraft is not in a safe departure state. LossScenario: Maintenance or preflight records for the aircraft are not updated to show the incomplete or outstanding maintenance task(s) or the state of each task. This could occurue to delays in updating those records after an issue is discovered or a technical issue preventing the update of those records.\n,instruction: The flight operations system must ensure that flight crews are aware of the most updated state of any maintenance tasks on the aircraft.
Unsafe control action: Piloting Controller provides actuator movements during takeoff when the aircraft is not in a safe departure state. LossScenario: Sensors used to detect the unsafe departure state of the aircraft have failed and their failure does not trigger a warning of the failure from the aircraft subsystems.\n,instruction: The flight operations system must ensure that it is receiving all data required to determine the expected safe departure state and determine the current state of the aircraft under all Degraded visual environment conditions at all times.
Unsafe control action: Piloting Controller provides actuator movements during takeoff when the aircraft is not in a safe departure state. LossScenario: Degraded visual environment conditions obscure the area around the aircraft and prevents the piloting controller from seeing if any maintenance or preflight activities are still being performed on the aircraft (either visually or via other sensor modalities).\n,instruction: The flight operations system must ensure that it is receiving all data required to determine the expected safe departure state and determine the current state of the aircraft under all Degraded visual environment conditions at all times.
Unsafe control action: Piloting Controller provides actuator movements during takeoff when the aircraft is not in a safe departure state. LossScenario: An a Degraded visual environmentrsary spoofs the actuator movements sent from the piloting controller and causes the aircraft to believe the piloting controller has sent actuator movements.\n,instruction: All Flight Operations System equipment and systems must be able to operate in the expected Degraded visual environment conditions.
"Unsafe control action: Piloting Controller provides actuator movements during takeoff when the aircraft is not in a safe departure state. LossScenario: A subsystem controller fails, sending actuator movements when none were commanded by the piloting controller.\n",instruction: All Flight Operations System equipment and systems must be able to operate in the expected Degraded visual environment conditions.
"Unsafe control action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: Degraded visual environment conditions cause more noise in sensor data than is normally present, making the useful feedback more difficult for the piloting controller to distinguish from the noise or increasing the likelihood that the piloting controller wrongly decides that the sensor data shows no useful feedback or detections.\n",instruction: The flight operations system must be able to distinguish useful detections or feedback from the noise that might be present in feedback data under all Degraded visual environment conditions at all times.
"Unsafe control action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: Degraded visual environment causes delays in the piloting controller interpreting the sensor data and using the sensor data to update its process model. As a result, the piloting controller has the wrong process model of the airspace around the aircraft until it is able to update its process model.\n",instruction: The flight operations system must be able to process sensor data and use it to update its process model sufficiently quickly.
"Unsafe control action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: If another aircraft or controller external to the aircraft providing airspace guidance is in contact with the aircraft and wrongly believes that the airspace nearby the aircraft is clear (for any of the same reasons above) or if a priori data indicates that no ground obstacles are present, the piloting controller may assume that the external controller or a priori data is providing accurate information and disregard the onboard sensors in favor of the guidance provided by the external controller. If the piloting controller is human, this may also contribute to confirmation bias, causing the piloting controller not to look for any other evidence that another aircraft or object is nearby. As a result, the piloting controller wrongly updates its process model of the airspace nearby the aircraft.\n",instruction: The flight operations system must receive all data required to determine the state of the environment and conditions around the aircraft under all Degraded visual environment conditions at all times.
"Unsafe control action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: The piloting controller had the correct process model of the airspace at the point that it checked. However, between the time that the piloting controller checked the state of the airspace and the time that it begins its maneuver, an object or other aircraft enters the nearby airspace. However, the piloting controller, believing that the airspace is clear, does not check that airspace again and therefore now has the wrong process model of the nearby airspace when it actually begins its maneuver.\n",instruction: The flight operations system must always be able to determine if the state of the airspace changes between the time that it was checked and the commencement of a maneuver.
Unsafe control action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: The other aircraft does not coordinate its movements sufficiently with this aircraft and therefore the piloting controller is forced to make assumptions based on the movement patterns it has observed and predict the intent of the other aircraft .\n,instruction: The flight operations system must take into account the current and future movements of other aircraft in the vicinity when selecting actuator movements.
"Unsafe control action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: The other aircraft does coordinate its movements with this aircraft but, at the last minute or for some other reason, is forced to change its intended movements but does not communicate this new intent to the piloting controller.\n",instruction: The flight operations system must ensure that aircraft movements are selected such that sufficient reaction time is available to react and prevent violation of minimum separation if intent or movements of the other aircraft are different than expected.
"Unsafe control action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: The piloting controller is forced to make a quick decision to avoid violating minimum separation that does not fully account for all objects and aircraft in the airspace. As a result, the piloting controller tries to avoid one object or aircraft and collides with another aircraft or object instead.\n",instruction: The flight operations system must take into account the current and future movements of other aircraft in the vicinity when selecting actuator movements.
"Unsafe control action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: Degraded visual environment degrades or obscures sensors, leading to wrong, incomplete or missing feedback about the environment, Degraded visual environment conditions or the state of the aircraft. This could also be caused by a sensor suite that was not designed to operate in a particular set of Degraded visual environment conditions.\n",instruction: The flight operations system must be able to detect all objects and other aircraft in the environment under all Degraded visual environment conditions at all times.
"Unsafe control action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario:  Changes in aircraft position are so slow or subtle that, especially under some Degraded visual environment conditions, the piloting controller is unable to distinguish the feedback showing the aircraft shifting or drifting in position. As a result, the mental model of the pilot  of the state or position of the aircraft does not match the actual state of the aircrafts or position.\n",instruction: The flight operations system must be able to detect slow or subtle changes in the state of the aircraft under all Degraded visual environment conditions at all times.
"Unsafe control action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: The feedback indicating the presence of another aircraft or object nearby was delayed in arriving. This might occur because Degraded visual environment conditions increase the processing time needed before the piloting controller receives the feedback. As a result, the piloting controller selects actuator movements based on its current process model of the airspace which does not reflect the presence of another aircraft or object.\n",instruction: The flight operations system must select actuator movements that minimize the risk of violation of minimum separation when information about the state of the airspace is in a degraded condition (e.g. delayed).
"Unsafe control action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: Feedback not showing the presence of another aircraft or object nearby was delayed in arriving. As a result, if the piloting controller is not aware of the delay, it might wrongly choose to incorporate that feedback even though it is already out of date.\n","instruction: The flight operations system must be able to determine if any feedback it is receiving about the mission of the aircraft readiness, state of the aircraft and the airspace around it is too old."
Unsafe control action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: Degraded visual environment conditions (e.g. wind gusts) move the aircraft toward the other aircraft or object with enough force or at a high enough rate that the piloting controller is unable to react quickly enough or with appropriate amplitude to correct the disturbance.\n,instruction: The flight operations system must be able to respond quickly enough and with an appropriate magnitude to disturbances to prevent unintended movements of the aircraft.
Unsafe control action: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: The piloting controller is unable to select new actuator movements quickly enough to avoid violation of minimum separation. This might occur if the piloting controller recognizes the imminent violation too late or takes too long to select new actuator movements.\n,instruction: The flight operations system must be able to respond quickly enough to avoid violations of minimum separation.
Unsafe control action: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: The Flight Operations System must ensure that a viable path is always available to avoid a violation of minimum separation.\n,instruction: The flight operations system must ensure that a viable path is always available to avoid a violation of minimum separation.
Unsafe control action: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: The piloting controller has the wrong belief about the future movement of the other aircraft or object and believes that the other aircraft or object will no longer pose a threat.\n,instruction: The flight operations system must receive all data required to determine the state of the environment and conditions around the aircraft under all Degraded visual environment conditions at all times.
Unsafe control action: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: A similar cybersecurity reason would apply here as well.\n,instruction: The flight operations system must ensure that only authorized actuator movements are executed.
Unsafe control action: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: The piloting controller may have the wrong process model of the environment conditions and selects actuator movements that are insufficient to effect the desired change in flight path.\n,instruction: The flight operations system must select actuator movements that are sufficient and appropriate to effect the desired change in flight path under the given environmental conditions.
Unsafe control action: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: The piloting controller selects actuator movements that avoid one violation of minimum separation but causes another one.\n,instruction: The flight operations system must ensure that actuator movements avoid all possible violations of minimum separation.
"Unsafe control action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: If another aircraft or controller external to the aircraft providing airspace guidance is in contact with the aircraft and wrongly believes that the airspace nearby the aircraft is clear (for any of the same reasons above) or if a priori data indicates that no ground obstacles are present, the piloting controller may assume that the external controller or a priori data is providing accurate information and disregard the onboard sensors in favor of the guidance provided by the external controller. If the piloting controller is human, this may also contribute to confirmation bias, causing the piloting controller not to look for any other evidence that another aircraft or object is nearby. As a result, the piloting controller wrongly updates its process model of the airspace nearby the aircraft.\n",instruction: The flight operations system must receive all data required to determine the state of the environment and conditions around the aircraft under all Degraded visual environment conditions at all times.
"Unsafe control action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: The piloting controller had the correct process model of the airspace at the point that it checked. However, between the time that the piloting controller checked the state of the airspace and the time that it begins its maneuver, an object or other aircraft enters the nearby airspace. However, the piloting controller, believing that the airspace is clear, does not check that airspace again and therefore now has the wrong process model of the nearby airspace when it actually begins its maneuver.\n",instruction: The flight operations system must always be able to determine if the state of the airspace changes between the time that it was checked and the commencement of a maneuver.
Unsafe control action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: The other aircraft does not coordinate its movements sufficiently with this aircraft and therefore the piloting controller is forced to make assumptions based on the movement patterns it has observed and predict the intent of the other aircraft .\n,instruction: The flight operations system must take into account the current and future movements of other aircraft in the vicinity when selecting actuator movements.
"Unsafe control action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: The other aircraft does coordinate its movements with this aircraft but, at the last minute or for some other reason, is forced to change its intended movements but does not communicate this new intent to the piloting controller.\n",instruction: The flight operations system must ensure that aircraft movements are selected such that sufficient reaction time is available to react and prevent violation of minimum separation if intent or movements of the other aircraft are different than expected.
"Unsafe control action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: The piloting controller is forced to make a quick decision to avoid violating minimum separation that does not fully account for all objects and aircraft in the airspace. As a result, the piloting controller tries to avoid one object or aircraft and collides with another aircraft or object instead.\n",instruction: The flight operations system must take into account the current and future movements of other aircraft in the vicinity when selecting actuator movements.
"Unsafe control action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: Degraded visual environment degrades or obscures sensors, leading to wrong, incomplete or missing feedback about the environment, Degraded visual environment conditions or the state of the aircraft. This could also be caused by a sensor suite that was not designed to operate in a particular set of Degraded visual environment conditions.\n",instruction: The flight operations system must be able to detect all objects and other aircraft in the environment under all Degraded visual environment conditions at all times.
"Unsafe control action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario:  Changes in aircraft position are so slow or subtle that, especially under some Degraded visual environment conditions, the piloting controller is unable to distinguish the feedback showing the aircraft shifting or drifting in position. As a result, the mental model of the pilot  of the state or position of the aircraft does not match the actual state of the aircrafts or position.\n",instruction: The flight operations system must be able to detect slow or subtle changes in the state of the aircraft under all Degraded visual environment conditions at all times.
"Unsafe control action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: The feedback indicating the presence of another aircraft or object nearby was delayed in arriving. This might occur because Degraded visual environment conditions increase the processing time needed before the piloting controller receives the feedback. As a result, the piloting controller selects actuator movements based on its current process model of the airspace which does not reflect the presence of another aircraft or object.\n",instruction: The flight operations system must select actuator movements that minimize the risk of violation of minimum separation when information about the state of the airspace is in a degraded condition (e.g. delayed).
"Unsafe control action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: Feedback not showing the presence of another aircraft or object nearby was delayed in arriving. As a result, if the piloting controller is not aware of the delay, it might wrongly choose to incorporate that feedback even though it is already out of date.\n","instruction: The flight operations system must be able to determine if any feedback it is receiving about the mission of the aircraft readiness, state of the aircraft and the airspace around it is too old."
Unsafe control action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: Degraded visual environment conditions (e.g. wind gusts) move the aircraft toward the other aircraft or object with enough force or at a high enough rate that the piloting controller is unable to react quickly enough or with appropriate amplitude to correct the disturbance.\n,instruction: The flight operations system must be able to respond quickly enough and with an appropriate magnitude to disturbances to prevent unintended movements of the aircraft.
Unsafe control action: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: The piloting controller is unable to select new actuator movements quickly enough to avoid violation of minimum separation. This might occur if the piloting controller recognizes the imminent violation too late or takes too long to select new actuator movements.\n,instruction: The flight operations system must be able to respond quickly enough to avoid violations of minimum separation.
Unsafe control action: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: The Flight Operations System must ensure that a viable path is always available to avoid a violation of minimum separation.\n,instruction: The flight operations system must ensure that a viable path is always available to avoid a violation of minimum separation.
Unsafe control action: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: The piloting controller has the wrong belief about the future movement of the other aircraft or object and believes that the other aircraft or object will no longer pose a threat.\n,instruction: The flight operations system must receive all data required to determine the state of the environment and conditions around the aircraft under all Degraded visual environment conditions at all times.
Unsafe control action: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: A similar cybersecurity reason would apply here as well.\n,instruction: The flight operations system must ensure that only authorized actuator movements are executed.
Unsafe control action: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: The piloting controller may have the wrong process model of the environment conditions and selects actuator movements that are insufficient to effect the desired change in flight path.\n,instruction: The flight operations system must select actuator movements that are sufficient and appropriate to effect the desired change in flight path under the given environmental conditions.
Unsafe control action: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: The piloting controller selects actuator movements that avoid one violation of minimum separation but causes another one.\n,instruction: The flight operations system must ensure that actuator movements avoid all possible violations of minimum separation.
Unsafe control action: The driver of the copying locomotive makes a trip while the condition of the track does not allow a continuous trip. LossScenario: The driver was not adequately trained.\n,instruction:Sufficient driver training is required.
Unsafe control action: The driver of the copying locomotive makes a trip while the condition of the track does not allow a continuous trip. LossScenario: The driver did not implement the control algorithm.\n,instruction:The driver is required to know the control algorithm in depth.
Unsafe control action: The driver of the copying locomotive makes a trip while the condition of the track does not allow a continuous trip. LossScenario: The driver is inexperienced.\n,instruction:The driver must have experience or with an experienced escort if he is new.
Unsafe control action: The driver of the copying locomotive makes a trip while the condition of the track does not allow a continuous trip. LossScenario: The driver assumed that the track was free.\n,instruction: The driver must receive information from the control room and/or from copies in the field about the condition of the track.
Unsafe control action: The driver of the copying locomotive makes a trip while the condition of the track does not allow a continuous trip. LossScenario: The driver rushed to finish his last trip to the shift thinking that everything was free.\n,instruction:The driver must perform the task in the correct order and at the correct time.
Unsafe control action: The driver of the copying locomotive makes a trip while the condition of the track does not allow a continuous trip. LossScenario: The driver didn't know he was going too fast - the speedometer failed..\n,instruction: The driver must drive at the permitted speed when performing the task while monitoring the speedometer he has on the dashboard in the driver's cabin.
Unsafe control action: copyist gives a drive command when the condition of the brace does not allow for safe travel. LossScenario: copyist has not received sufficient training.\n,instruction: Adequate training is required to copyist.
Unsafe control action: copyist gives a drive command when the condition of the brace does not allow for safe travel. LossScenario: The replica did not implement the control algorithm.\n,instruction: A copyist is required to know the control algorithm in depth.
Unsafe control action: copyist gives a drive command when the condition of the brace does not allow for safe travel. LossScenario: Inexperienced copyist.\n,instruction: Two giants must be in the field to help each other.
Unsafe control action: copyist gives a drive command when the condition of the brace does not allow for safe travel. LossScenario: The copyist does not remember the order of the algorithm of operations.\n,instruction: The operation algorithm must appear in front of the copyist written on paper or in a designated table.
Unsafe control action: copyist gives a drive command when the condition of the brace does not allow for safe travel. LossScenario: copyist by distraction.\n,instruction: The copyist must be alert and attentive to the task it is performing.
Unsafe control action: copyist gives a drive command when the condition of the brace does not allow for safe travel. LossScenario: copyist received a personal phone call.\n,instruction: All distractions in the cockpit must be removed or reduced.
Unsafe control action: copyist gives a drive command when the condition of the brace does not allow for safe travel. LossScenario: Excessive fatigue of the brain (lack of alertness).\n,instruction: In copying cars there must be an assistant driver accompanying the driver for any emergency.
Unsafe control action: copyist gives a drive command when the condition of the brace does not allow for safe travel. LossScenario: LossScenario: The copyist assumed that the brace was removed from the rail.\n,instruction: The copyist must physically access the brace and verify its condition.
Unsafe control action: copyist gives a drive command when the condition of the brace does not allow for safe travel. LossScenario: The copyist did a remote visual inspection and assumed the brace has been removed from the rail.\n,instruction: The copyist must physically access the brace and verify its condition.
Unsafe control action: copyist gives a drive command when the condition of the brace does not allow for safe travel. LossScenario: The copyist hurried to give instructions to the driver before thoroughly checking the condition of the brace.\n,instruction: The copyist should verify by visual inspection in the field that there is no other brace placed on the rail.
Unsafe control action: copyist gives a drive command when the condition of the brace does not allow for safe travel. LossScenario: The copyist does not have the option of associating each brace to which rail it belongs.\n,instruction: The copyist should be equipped with all the necessary means to perform its operation.
Unsafe control action: copyist gives a drive command when the condition of the brace does not allow for safe travel. LossScenario: copyist noticed too late that there was still a brace on the rail.\n,Instruction: The copyist should be alert and equipped with all the necessary means to carry out his operation.
Unsafe control action: The driver of the copying locomotive did not receive a report at the right time (too late) about the status of the signal can't travel. LossScenario: The driver is inexperienced.\n,"instruction: The driver must have experience or with
An experienced lender if he is new."
Unsafe control action: The driver of the copying locomotive did not receive a report at the right time (too late) about the status of the signal can't travel. LossScenario: The driver does not remember the order of the actions.\n,"instruction: The operation algorithm must appear against
The driver is written on paper or on a tablet
dedicated"
Unsafe control action: The driver of the copying locomotive did not receive a report at the right time (too late) about the status of the signal can't travel. LossScenario: A fly enters the driver's eyes.\n,"instruction: In the driver's cabin, there must be an assistant driver accompanying the driver for any emergency."
Unsafe control action: The driver of the copying locomotive did not receive a report at the right time (too late) about the status of the signal can't travel. LossScenario: The driver felt strong pains in his stomach.\n,"instruction: In the driver's cabin, there must be an assistant driver accompanying the driver for any emergency."
Unsafe control action: The driver of the copying locomotive did not receive a report at the right time (too late) about the status of the signal can't travel. LossScenario: The driver received a personal phone call.\n,"instruction: In the driver's cabin, there must be an assistant driver accompanying the driver for any emergency."
Unsafe control action: The driver of the copying locomotive did not receive a report at the right time (too late) about the status of the signal can't travel. LossScenario: The driver was very tired.\n,"instruction: There must be an active auxiliary system
To test driver alertness in the driver's cab."
Unsafe control action: The driver of the copying locomotive did not receive a report at the right time (too late) about the status of the signal can't travel. LossScenario: The driver noticed the signal out of time (too late).\n,instruction: The driver must verify his wireless connection with the control center and with copies in the field the status and color of the signal during execution the action.
Unsafe control action: A copyist gives a drive command when the state of the wagons does not allow for safe travel. LossScenario: Copyist has not received sufficient training.\n,instruction: Adequate training is required for copyist.
Unsafe control action: A copyist gives a drive command when the state of the wagons does not allow for safe travel. LossScenario: Inexperienced copyist.\n,instruction: Two giants must be in the field to help to each other.
Unsafe control action: A copyist gives a drive command when the state of the wagons does not allow for safe travel. LossScenario: The copy does not remember the order of the algorithm of operations.\n,instruction: The operation algorithm must appear against copyist in writing on paper or on a table dedicated.
Unsafe control action: A copyist gives a drive command when the state of the wagons does not allow for safe travel. LossScenario: Copyist received a personal phone call.\n,"instruction: The copyist must be alert and attentive
for the task he is performing."
Unsafe control action: A copyist gives a drive command when the state of the wagons does not allow for safe travel. LossScenario: Copyist by distraction.\n,"instruction: The copyist must be alert and attentive
for the task he is performing.."
Unsafe control action: A copyistist gives a drive command when the state of the wagons does not allow for safe travel. LossScenario: The copyist felt bad. .\n,"instruction: In the driver's cabin, there must be an assistant driver accompanying the driver for any emergency."
Unsafe control action: A copyistist gives a drive command when the state of the wagons does not allow for safe travel. LossScenario: Excessive fatigue of the brain (lack of alertness) .\n,"instruction: In the driver's cabin, there must be an assistant driver accompanying the driver for any emergency."
Unsafe control action: A copyist gives a drive command when the state of the wagons does not allow for safe travel. LossScenario: The copy was based on the assumption that the wagons are connected to the copying locomotive .\n,instruction: A copyist must be physically accessed and connected the carriages for the copyisting locomotive.
"Unsafe control action: A copyistist gives a drive command when the state of the wagons does not allow for safe travel. LossScenario: A copyist connected the carriages in a non-
OK. .\n",instruction: The copyistist will verify by visual inspection that the connections between the parked cars and the copyist locomotive are in good condition.
Unsafe control action: A copyistist gives a drive command when the state of the wagons does not allow for safe travel. LossScenario: copyist rushed to give instructions to the driver before he checked the condition of the wagons. .\n,"instruction: A copyist will use a digital device
To measure the distance between the parked cars
To the copyisting locomotive and will give instructions to the driver accordingly.."
Unsafe control action: A copyistist gives a drive command when the state of the wagons does not allow for safe travel. LossScenario: The copyist was not accurate in providing instructions for the exact distance between the cars and the copyisting locomotive to the driver.\n,instruction: A copyist will use a digital device to measure the distance between the parked carsTo the copyisting locomotive and will give instructions to the driver accordingly..
Unsafe control action:The door controller does not provide Open Door command when Evacuation Required. LossScenario: Emergency conditions damage the door operation mechanism.\n,"instruction: Make sure that the door operating mechanism is able to function in immense heat and cold, underwater, and while the train is turning on its side or upside down."
Unsafe control action:The door controller does not provide Open Door command when Evacuation Required. LossScenario: Panicking passengers jam door operation mechanism.\n,instruction: Make sure that the door operating mechanism is able to withstand the pressures created by all passengers of the train.
Unsafe control action:The door controller does not provide Open Door command when there is a passenger trapped in the doorway. LossScenario: Small objects stuck in the door movement rail.\n,instruction: Make sure that the door movement rail is positioned on the upper part of the door.
Unsafe control action:The door controller does not provide Open Door command when there is a passenger trapped in the doorway. LossScenario: The door operation train could be damaged during the pressures and forces bread by closing on a passenger.\n,instruction: Make sure paniced passengeres do not jam door operating mechanism. Extension: Make sure that the door operating mechanism is able to withstand the pressures created by all passengers of the train.
"Unsafe control action:The door controller does not provide Close Door command when the train is moving, and the door is not closed. LossScenario: The feedback of the controllers might be bypassed by an unauthorized source.\n",instruction: Make sure there is a backup ad module so that the controller data is not harmed by malicious sources.
Unsafe control action:The door controller does not provide Open Door command when there is a passenger trapped in the doorway. LossScenario: Sensor does not read a short or small passenger.\n,"instruction: Make sure the sensor is placed on the upper rail of the door, and therefore it will be able to perceive all passenger heights and widths."
Unsafe control action:The door controller does not provide Open Door command when there is a passenger trapped in the doorway. LossScenario: Sensor is not compatible with certain clothes materials and as an effect does not read person.\n,instruction: Make sure that the sensors are of a technology that would read all kinds of materials and colors.
Unsafe control action:The door controller does not provide Stop Closing Door command when passenger is in doorway and door has started closing. LossScenario: The time delay on the doorway monitoring system being slower than the train movement time delay.\n,instruction: The time delay of the doorway monitoring system is much smaller than the time delay of the transmission train movement data.
Unsafe control action:The door controller does not provide Stop Closing Door command when passenger is in doorway and door has started closing. LossScenario: Emergency conditions damage the drive train of the door operation mechanism.\n,"instruction: Door operation mechanism should be able to function in immense heat and cold, underwater, and while the train is flipped on its side or upside down."
Unsafe control action:The door controller does not provide Stop Closing Door command when passenger is in doorway and door has started closing. LossScenario: Immature passengers fiddled with controller box.\n,instruction: Controller box must be in a position where passengers are unable to fiddle with it or it is locked.
Unsafe control action:The door controller does not provide Stop Closing Door command when passenger is in doorway and door has started closing. LossScenario: Sensor does not read a short or small passenger.\n,"instruction: Sensor should be placed on the upper rail of the door, so it will be able to perceive all passenger heights and widths."
Unsafe control action:The door controller does not provide Stop Closing Door command when passenger is in doorway and door has started closing. LossScenario: The door operation train could be damaged during the pressures and forces bread by closing on a passenger.\n,instruction: Door operation train should be able to sustain opening forces while it is trying to close.
Unsafe control action:The door controller does not provide Stop Closing Door command when passenger is in doorway and door has started closing. LossScenario: A sensor is not compatible with certain clothes materials and as an effect does not read the person.\n,instruction: A sensor should be of a technology that would read all kinds of materials and colors.
Unsafe control action:The door controller does not provide Stop Closing Door command when passenger is in doorway and door has started closing. LossScenario: Feedback mechanism misfires because of inadequate maintenance.\n,instruction: There should exist alternative exits in case of emergency.
