prompt,completion
Unsafe-control-action: The door controller provides Stop Opening Door command when evacuation is required and door is opening. Loss-scenario: Panicking passengers jam door operation mechanism.\n,Instruction: Door operation mechanism must be able to withstand the pressures created by the number of passengers of 2 wagons of the train.
Unsafe-control-action: The door controller provides Stop Opening Door command when evacuation is required and door is opening. Loss-scenario: Emergency conditions damage the Feedback mechanism.\n,Instruction: There should exist alternative exits in case of emergency.
"Unsafe-control-action: The door controller does not provide Stop Opening Door command when the door is opening, while the train is moving. Loss-scenario: The protocols and delay times of the controller might be tampered with by an unauthorized source.\n",Instruction: A backup awareness module should be placed so the protocols and delay times of the controller is not tampered by malicious sources.
"Unsafe-control-action: The door controller provides Open Door command at a wrong timing and causes a hazard when the train is about to reach the platform, but the train has not slowed down. Loss-scenario: Train platform alignment not detected properly.\n","Instruction: Train alignment method should be able to read the correct state of alignment in all different types of platforms (wooden, concrete, steel, bamboo, soil, brick, mixed) and consider the train dock to be full of litter."
Unsafe-control-action: The door controller provides Open Door command when the train is not aligned with the platform and evacuation is not required. Loss-scenario: Object left inside doorway and controller thinks it is a person.\n,Instruction: Sensors should be able to monitor constant movement to differentiate a human from an inanimate object.
"Unsafe-control-action: The door controller provides Open Door command at a wrong timing and causes a hazard when the train is about to reach the platform, but the train has not slowed down. Loss-scenario: The protocols and delay times of the controller might be tampered with by an unauthorized source.\n",Instruction: A backup awareness module should be placed so the protocols and delay times of the controller are not tampered with by malicious sources.
"Unsafe-control-action: The door controller provides Open Door command at a wrong timing and causes a hazard when the train is about to reach the platform, but the train has not slowed down. Loss-scenario: Train was moving and stopped, but train movement data time delay is too long.\n",Instruction: The time delay of the train movement data should be small.
"Unsafe-control-action: The door controller provides Open Door command at a wrong timing and causes a hazard when the train is about to reach the platform, but the train has not slowed down. Loss-scenario: Train speed sensory system reads false speeds.\n","Instruction: Train speed sensory method should be able to read correct speeds when the train is moving over all varieties of terrain (mud, water, flora, charcoal, organic matter, metal/plastic waste)."
"Unsafe-control-action: The door controller provides Open Door command at a wrong timing and causes a hazard when the train is about to reach the platform, but the train has not slowed down. Loss-scenario: Train platform alignment not detected properly.\n","Instruction: Train alignment method should be able to read the correct state of alignment in all different types of platforms (wooden, concrete, steel, bamboo, soil, brick, mixed) and consider the train dock to be full of litter."
"Unsafe-control-action: The door controller provides Open Door command at a wrong timing and causes a hazard when the train is about to reach the platform, but the train has not slowed down. Loss-scenario: Object left inside doorway and controller thinks it is a person.\n",Instruction: Sensors should be able to monitor constant movement to differentiate a human from an inanimate object.
"Unsafe-control-action: The door controller provides Stop Opening Door command before Open Door command, nullifying Stop Open Door command while the train is moving. Loss-scenario: The case of both control actions given at the same time and the time delay of stop opening door control action is smaller than Open Door control action.\n",Instruction: Time delays for the activation of Control Actions should be equal.
Unsafe-control-action: The door controller provides Stop Opening Door command when evacuation is required and door is opening. Loss-scenario: Emergency conditions damage the drive train of the door operation mechanism.\n,"Instruction: Door operation mechanism should be able to function in immense heat and cold, underwater, and while the train is flipped on its side or upside down."
Unsafe-control-action: The door controller provides Stop Opening Door command when evacuation is required and door is opening. Loss-scenario: Door actuator misfire because of Emergency conditions or inadequate maintenance.\n,"Instruction: Door operation mechanism should be able to function in immense heat and cold, underwater, and while the train is flipped on its side or upside down."
"Unsafe-control-action: The door controller provides Open Door command at a wrong timing and causes a hazard when the train is about to reach the platform, but the train has not slowed down. Loss-scenario: Train was moving and stopped, but the train movement data time delay is too long.\n",Instruction: The time delay of the train movement data should be small.
Unsafe-control-action: The door controller provides Stop Opening Door command when evacuation is required and door is opening. Loss-scenario: Panicking passengers jam door operation mechanism.\n,Instruction: Door operation mechanism must be able to withstand the pressures created by the number of passengers of 2 wagons of the train.
Unsafe-control-action: Piloting Controller provides actuator movements during takeoff when the aircraft is not in a safe departure state. Loss-scenario: The data (e.g. aircraft manifest) provided to the piloting controller indicating the expected safe departure state of the aircraft was incompletely specified but is assumed by the piloting controller to be complete. The piloting controller therefore updates its process model of the desired safe departure state of the aircraft based on this wrong or incomplete information.\n,Instruction: The flight operations system must confirm that data provided to it about the expected safe departure state of the aircraft has been fully specified.
Unsafe-control-action: Piloting Controller provides actuator movements during takeoff when the aircraft is not in a safe departure state. Loss-scenario: The update was not provided to the piloting controller due to poor communication.\n,Instruction: The flight operations system must ensure that all relevant personnel are aware of any changes to the expected safe departure state of the aircraft.
Unsafe-control-action: Piloting Controller provides actuator movements during takeoff when the aircraft is not in a safe departure state. Loss-scenario: The data is missed or dropped before it can be processed by the piloting controller. This could occur because the piloting controller was preoccupied and unable to process the incoming data or the piloting controller was unaware of the arrival of the data to be processed.\n,Instruction: The flight operations system must process all feedback to make a deliberate decision if it is to be ignored or dropped.
"Unsafe-control-action: Piloting Controller provides actuator movements during takeoff when the aircraft is not in a safe departure state. Loss-scenario: The required data is not made available to the piloting controller even though it is collected. Examples of this include warnings from the aircraft subsystems that are buried deep in menus on the display interfaces (if the piloting controller is human), data not being distributed to the automation (if the piloting controller is automated) or the piloting controller not having access to manifests, maintenance logs or the status of preflight activities such as configuration updates.\n",Instruction: The flight operations system must ensure that it is receiving all data required to determine the expected safe departure state and determine the current state of the aircraft under all Degraded Visual Environment conditions at all times.
"Unsafe-control-action: Piloting Controller provides actuator movements during takeoff when the aircraft is not in a safe departure state. Loss-scenario: Alternatively, the data is made available but the piloting controller does not check those data collection mechanisms (e.g. maintenance reports, warning messages) prior to departure.\n",Instruction: The flight operations system must ensure that it is receiving all data required to determine the expected safe departure state and determine the current state of the aircraft under all Degraded Visual Environment conditions at all times.
"Unsafe-control-action: Piloting Controller provides actuator movements during takeoff when the aircraft is not in a safe departure state. Loss-scenario: For maintenance or configuration tasks, an update could have been made (or there was a delay in updating records) showing an outstanding task or issue after the piloting controller has checked the data collection mechanisms. If the piloting controller is not notified of this update, then the piloting controller does not have another opportunity to update their process model of the state of the aircraft.\n",Instruction: The flight operations system must ensure that flight crews are aware of the most updated state of any maintenance tasks on the aircraft.
Unsafe-control-action: Piloting Controller provides actuator movements during takeoff when the aircraft is not in a safe departure state. Loss-scenario: Maintenance or preflight records for the aircraft are not updated to show the incomplete or outstanding maintenance task(s) or the state of each task. This could occurue to delays in updating those records after an issue is discovered or a technical issue preventing the update of those records.\n,Instruction: The flight operations system must ensure that flight crews are aware of the most updated state of any maintenance tasks on the aircraft.
Unsafe-control-action: Piloting Controller provides actuator movements during takeoff when the aircraft is not in a safe departure state. Loss-scenario: Sensors used to detect the unsafe departure state of the aircraft have failed and their failure does not trigger a warning of the failure from the aircraft subsystems.\n,Instruction: The flight operations system must ensure that it is receiving all data required to determine the expected safe departure state and determine the current state of the aircraft under all Degraded Visual Environment conditions at all times.
Unsafe-control-action: Piloting Controller provides actuator movements during takeoff when the aircraft is not in a safe departure state. Loss-scenario: Degraded Visual Environment conditions obscure the area around the aircraft and prevents the piloting controller from seeing if any maintenance or preflight activities are still being performed on the aircraft (either visually or via other sensor modalities).\n,Instruction: The flight operations system must ensure that it is receiving all data required to determine the expected safe departure state and determine the current state of the aircraft under all Degraded Visual Environment conditions at all times.
Unsafe-control-action: Piloting Controller provides actuator movements during takeoff when the aircraft is not in a safe departure state. Loss-scenario: An a Degraded Visual Environmentrsary spoofs the actuator movements sent from the piloting controller and causes the aircraft to believe the piloting controller has sent actuator movements.\n,Instruction: All Flight Operations System equipment and systems must be able to operate in the expected Degraded Visual Environment conditions.
"Unsafe-control-action: Piloting Controller provides actuator movements during takeoff when the aircraft is not in a safe departure state. Loss-scenario: A subsystem controller fails, sending actuator movements when none were commanded by the piloting controller.\n",Instruction: All Flight Operations System equipment and systems must be able to operate in the expected Degraded Visual Environment conditions.
"Unsafe-control-action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. Loss-scenario: Degraded Visual Environment conditions cause more noise in sensor data than is normally present, making the useful feedback more difficult for the piloting controller to distinguish from the noise or increasing the likelihood that the piloting controller wrongly decides that the sensor data shows no useful feedback or detections.\n",Instruction: The flight operations system must be able to distinguish useful detections or feedback from the noise that might be present in feedback data under all Degraded Visual Environment conditions at all times.
"Unsafe-control-action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. Loss-scenario: Degraded Visual Environment causes delays in the piloting controller interpreting the sensor data and using the sensor data to update its process model. As a result, the piloting controller has the wrong process model of the airspace around the aircraft until it is able to update its process model.\n",Instruction: The flight operations system must be able to process sensor data and use it to update its process model sufficiently quickly.
"Unsafe-control-action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. Loss-scenario: If another aircraft or controller external to the aircraft providing airspace guidance is in contact with the aircraft and wrongly believes that the airspace nearby the aircraft is clear (for any of the same reasons above) or if a priori data indicates that no ground obstacles are present, the piloting controller may assume that the external controller or a priori data is providing accurate information and disregard the onboard sensors in favor of the guidance provided by the external controller. If the piloting controller is human, this may also contribute to confirmation bias, causing the piloting controller not to look for any other evidence that another aircraft or object is nearby. As a result, the piloting controller wrongly updates its process model of the airspace nearby the aircraft.\n",Instruction: The flight operations system must receive all data required to determine the state of the environment and conditions around the aircraft under all Degraded Visual Environment conditions at all times.
"Unsafe-control-action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. Loss-scenario: The piloting controller had the correct process model of the airspace at the point that it checked. However, between the time that the piloting controller checked the state of the airspace and the time that it begins its maneuver, an object or other aircraft enters the nearby airspace. However, the piloting controller, believing that the airspace is clear, does not check that airspace again and therefore now has the wrong process model of the nearby airspace when it actually begins its maneuver.\n",Instruction: The flight operations system must always be able to determine if the state of the airspace changes between the time that it was checked and the commencement of a maneuver.
Unsafe-control-action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. Loss-scenario: The other aircraft does not coordinate its movements sufficiently with this aircraft and therefore the piloting controller is forced to make assumptions based on the movement patterns it has observed and predict the intent of the other aircraft .\n,Instruction: The flight operations system must take into account the current and future movements of other aircraft in the vicinity when selecting actuator movements.
"Unsafe-control-action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. Loss-scenario: The other aircraft does coordinate its movements with this aircraft but, at the last minute or for some other reason, is forced to change its intended movements but does not communicate this new intent to the piloting controller.\n",Instruction: The flight operations system must ensure that aircraft movements are selected such that sufficient reaction time is available to react and prevent violation of minimum separation if intent or movements of the other aircraft are different than expected.
"Unsafe-control-action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. Loss-scenario: The piloting controller is forced to make a quick decision to avoid violating minimum separation that does not fully account for all objects and aircraft in the airspace. As a result, the piloting controller tries to avoid one object or aircraft and collides with another aircraft or object instead.\n",Instruction: The flight operations system must take into account the current and future movements of other aircraft in the vicinity when selecting actuator movements.
"Unsafe-control-action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. Loss-scenario: Degraded Visual Environment degrades or obscures sensors, leading to wrong, incomplete or missing feedback about the environment, Degraded Visual Environment conditions or the state of the aircraft. This could also be caused by a sensor suite that was not designed to operate in a particular set of Degraded Visual Environment conditions.\n",Instruction: The flight operations system must be able to detect all objects and other aircraft in the environment under all Degraded Visual Environment conditions at all times.
"Unsafe-control-action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. Loss-scenario:  Changes in aircraft position are so slow or subtle that, especially under some Degraded Visual Environment conditions, the piloting controller is unable to distinguish the feedback showing the aircraft shifting or drifting in position. As a result, the mental model of the pilot  of the state or position of the aircraft does not match the actual state of the aircrafts or position.\n",Instruction: The flight operations system must be able to detect slow or subtle changes in the state of the aircraft under all Degraded Visual Environment conditions at all times.
"Unsafe-control-action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. Loss-scenario: The feedback indicating the presence of another aircraft or object nearby was delayed in arriving. This might occur because Degraded Visual Environment conditions increase the processing time needed before the piloting controller receives the feedback. As a result, the piloting controller selects actuator movements based on its current process model of the airspace which does not reflect the presence of another aircraft or object.\n",Instruction: The flight operations system must select actuator movements that minimize the risk of violation of minimum separation when information about the state of the airspace is in a degraded condition (e.g. delayed).
"Unsafe-control-action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. Loss-scenario: Feedback not showing the presence of another aircraft or object nearby was delayed in arriving. As a result, if the piloting controller is not aware of the delay, it might wrongly choose to incorporate that feedback even though it is already out of date.\n","Instruction: The flight operations system must be able to determine if any feedback it is receiving about the mission of the aircraft readiness, state of the aircraft and the airspace around it is too old."
Unsafe-control-action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. Loss-scenario: Degraded Visual Environment conditions (e.g. wind gusts) move the aircraft toward the other aircraft or object with enough force or at a high enough rate that the piloting controller is unable to react quickly enough or with appropriate amplitude to correct the disturbance.\n,Instruction: The flight operations system must be able to respond quickly enough and with an appropriate magnitude to disturbances to prevent unintended movements of the aircraft.
Unsafe-control-action: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. Loss-scenario: The piloting controller is unable to select new actuator movements quickly enough to avoid violation of minimum separation. This might occur if the piloting controller recognizes the imminent violation too late or takes too long to select new actuator movements.\n,Instruction: The flight operations system must be able to respond quickly enough to avoid violations of minimum separation.
Unsafe-control-action: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. Loss-scenario: The Flight Operations System must ensure that a viable path is always available to avoid a violation of minimum separation.\n,Instruction: The flight operations system must ensure that a viable path is always available to avoid a violation of minimum separation.
Unsafe-control-action: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. Loss-scenario: The piloting controller has the wrong belief about the future movement of the other aircraft or object and believes that the other aircraft or object will no longer pose a threat.\n,Instruction: The flight operations system must receive all data required to determine the state of the environment and conditions around the aircraft under all Degraded Visual Environment conditions at all times.
Unsafe-control-action: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. Loss-scenario: A similar cybersecurity reason would apply here as well.\n,Instruction: The flight operations system must ensure that only authorized actuator movements are executed.
Unsafe-control-action: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. Loss-scenario: The piloting controller may have the wrong process model of the environment conditions and selects actuator movements that are insufficient to effect the desired change in flight path.\n,Instruction: The flight operations system must select actuator movements that are sufficient and appropriate to effect the desired change in flight path under the given environmental conditions.
Unsafe-control-action: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. Loss-scenario: The piloting controller selects actuator movements that avoid one violation of minimum separation but causes another one.\n,Instruction: The flight operations system must ensure that actuator movements avoid all possible violations of minimum separation.
"Unsafe-control-action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. Loss-scenario: If another aircraft or controller external to the aircraft providing airspace guidance is in contact with the aircraft and wrongly believes that the airspace nearby the aircraft is clear (for any of the same reasons above) or if a priori data indicates that no ground obstacles are present, the piloting controller may assume that the external controller or a priori data is providing accurate information and disregard the onboard sensors in favor of the guidance provided by the external controller. If the piloting controller is human, this may also contribute to confirmation bias, causing the piloting controller not to look for any other evidence that another aircraft or object is nearby. As a result, the piloting controller wrongly updates its process model of the airspace nearby the aircraft.\n",Instruction: The flight operations system must receive all data required to determine the state of the environment and conditions around the aircraft under all Degraded Visual Environment conditions at all times.
"Unsafe-control-action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. Loss-scenario: The piloting controller had the correct process model of the airspace at the point that it checked. However, between the time that the piloting controller checked the state of the airspace and the time that it begins its maneuver, an object or other aircraft enters the nearby airspace. However, the piloting controller, believing that the airspace is clear, does not check that airspace again and therefore now has the wrong process model of the nearby airspace when it actually begins its maneuver.\n",Instruction: The flight operations system must always be able to determine if the state of the airspace changes between the time that it was checked and the commencement of a maneuver.
Unsafe-control-action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. Loss-scenario: The other aircraft does not coordinate its movements sufficiently with this aircraft and therefore the piloting controller is forced to make assumptions based on the movement patterns it has observed and predict the intent of the other aircraft .\n,Instruction: The flight operations system must take into account the current and future movements of other aircraft in the vicinity when selecting actuator movements.
"Unsafe-control-action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. Loss-scenario: The other aircraft does coordinate its movements with this aircraft but, at the last minute or for some other reason, is forced to change its intended movements but does not communicate this new intent to the piloting controller.\n",Instruction: The flight operations system must ensure that aircraft movements are selected such that sufficient reaction time is available to react and prevent violation of minimum separation if intent or movements of the other aircraft are different than expected.
"Unsafe-control-action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. Loss-scenario: The piloting controller is forced to make a quick decision to avoid violating minimum separation that does not fully account for all objects and aircraft in the airspace. As a result, the piloting controller tries to avoid one object or aircraft and collides with another aircraft or object instead.\n",Instruction: The flight operations system must take into account the current and future movements of other aircraft in the vicinity when selecting actuator movements.
"Unsafe-control-action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. Loss-scenario: Degraded Visual Environment degrades or obscures sensors, leading to wrong, incomplete or missing feedback about the environment, Degraded Visual Environment conditions or the state of the aircraft. This could also be caused by a sensor suite that was not designed to operate in a particular set of Degraded Visual Environment conditions.\n",Instruction: The flight operations system must be able to detect all objects and other aircraft in the environment under all Degraded Visual Environment conditions at all times.
"Unsafe-control-action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. Loss-scenario:  Changes in aircraft position are so slow or subtle that, especially under some Degraded Visual Environment conditions, the piloting controller is unable to distinguish the feedback showing the aircraft shifting or drifting in position. As a result, the mental model of the pilot  of the state or position of the aircraft does not match the actual state of the aircrafts or position.\n",Instruction: The flight operations system must be able to detect slow or subtle changes in the state of the aircraft under all Degraded Visual Environment conditions at all times.
"Unsafe-control-action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. Loss-scenario: The feedback indicating the presence of another aircraft or object nearby was delayed in arriving. This might occur because Degraded Visual Environment conditions increase the processing time needed before the piloting controller receives the feedback. As a result, the piloting controller selects actuator movements based on its current process model of the airspace which does not reflect the presence of another aircraft or object.\n",Instruction: The flight operations system must select actuator movements that minimize the risk of violation of minimum separation when information about the state of the airspace is in a degraded condition (e.g. delayed).
"Unsafe-control-action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. Loss-scenario: Feedback not showing the presence of another aircraft or object nearby was delayed in arriving. As a result, if the piloting controller is not aware of the delay, it might wrongly choose to incorporate that feedback even though it is already out of date.\n","Instruction: The flight operations system must be able to determine if any feedback it is receiving about the mission of the aircraft readiness, state of the aircraft and the airspace around it is too old."
Unsafe-control-action: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. Loss-scenario: Degraded Visual Environment conditions (e.g. wind gusts) move the aircraft toward the other aircraft or object with enough force or at a high enough rate that the piloting controller is unable to react quickly enough or with appropriate amplitude to correct the disturbance.\n,Instruction: The flight operations system must be able to respond quickly enough and with an appropriate magnitude to disturbances to prevent unintended movements of the aircraft.
Unsafe-control-action: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. Loss-scenario: The piloting controller is unable to select new actuator movements quickly enough to avoid violation of minimum separation. This might occur if the piloting controller recognizes the imminent violation too late or takes too long to select new actuator movements.\n,Instruction: The flight operations system must be able to respond quickly enough to avoid violations of minimum separation.
Unsafe-control-action: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. Loss-scenario: The Flight Operations System must ensure that a viable path is always available to avoid a violation of minimum separation.\n,Instruction: The flight operations system must ensure that a viable path is always available to avoid a violation of minimum separation.
Unsafe-control-action: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. Loss-scenario: The piloting controller has the wrong belief about the future movement of the other aircraft or object and believes that the other aircraft or object will no longer pose a threat.\n,Instruction: The flight operations system must receive all data required to determine the state of the environment and conditions around the aircraft under all Degraded Visual Environment conditions at all times.
Unsafe-control-action: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. Loss-scenario: A similar cybersecurity reason would apply here as well.\n,Instruction: The flight operations system must ensure that only authorized actuator movements are executed.
