prompt,completion
"UCA: Piloting Controller provides actuator movements during takeoff when the aircraft is not in a safe departure state. LossScenario: For maintenance or configuration tasks, an update could have been made (or there was a delay in updating records) showing an outstanding task or issue after the piloting controller has checked the data collection mechanisms. If the piloting controller is not notified of this update, then the piloting controller does not have another opportunity to update their process model of the state of the aircraft.\n",instruction: The flight operations system must ensure that flight crews are aware of the most updated state of any maintenance tasks on the aircraft.
UCA: Piloting Controller provides actuator movements during takeoff when the aircraft is not in a safe departure state. LossScenario: Maintenance or preflight records for the aircraft are not updated to show the incomplete or outstanding maintenance task(s) or the state of each task. This could occurue to delays in updating those records after an issue is discovered or a technical issue preventing the update of those records.\n,instruction: The flight operations system must ensure that flight crews are aware of the most updated state of any maintenance tasks on the aircraft.
UCA: Piloting Controller provides actuator movements during takeoff when the aircraft is not in a safe departure state. LossScenario: Sensors used to detect the unsafe departure state of the aircraft have failed and their failure does not trigger a warning of the failure from the aircraft subsystems.\n,instruction: The flight operations system must ensure that it is receiving all data required to determine the expected safe departure state and determine the current state of the aircraft under all Degraded Visual Environment conditions at all times.
UCA: Piloting Controller provides actuator movements during takeoff when the aircraft is not in a safe departure state. LossScenario: Degraded Visual Environment conditions obscure the area around the aircraft and prevents the piloting controller from seeing if any maintenance or preflight activities are still being performed on the aircraft (either visually or via other sensor modalities).\n,instruction: The flight operations system must ensure that it is receiving all data required to determine the expected safe departure state and determine the current state of the aircraft under all Degraded Visual Environment conditions at all times.
UCA: Piloting Controller provides actuator movements during takeoff when the aircraft is not in a safe departure state. LossScenario: An a Degraded Visual Environmentrsary spoofs the actuator movements sent from the piloting controller and causes the aircraft to believe the piloting controller has sent actuator movements.\n,instruction: All Flight Operations System equipment and systems must be able to operate in the expected Degraded Visual Environment conditions.
"UCA: Piloting Controller provides actuator movements during takeoff when the aircraft is not in a safe departure state. LossScenario: A subsystem controller fails, sending actuator movements when none were commanded by the piloting controller.\n",instruction: All Flight Operations System equipment and systems must be able to operate in the expected Degraded Visual Environment conditions.
"UCA: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: Degraded Visual Environment conditions cause more noise in sensor data than is normally present, making the useful feedback more difficult for the piloting controller to distinguish from the noise or increasing the likelihood that the piloting controller wrongly decides that the sensor data shows no useful feedback or detections.\n",instruction: The flight operations system must be able to distinguish useful detections or feedback from the noise that might be present in feedback data under all Degraded Visual Environment conditions at all times.
"UCA: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: Degraded Visual Environment causes delays in the piloting controller interpreting the sensor data and using the sensor data to update its process model. As a result, the piloting controller has the wrong process model of the airspace around the aircraft until it is able to update its process model.\n",instruction: The flight operations system must be able to process sensor data and use it to update its process model sufficiently quickly.
"UCA: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: If another aircraft or controller external to the aircraft providing airspace guidance is in contact with the aircraft and wrongly believes that the airspace nearby the aircraft is clear (for any of the same reasons above) or if a priori data indicates that no ground obstacles are present, the piloting controller may assume that the external controller or a priori data is providing accurate information and disregard the onboard sensors in favor of the guidance provided by the external controller. If the piloting controller is human, this may also contribute to confirmation bias, causing the piloting controller not to look for any other evidence that another aircraft or object is nearby. As a result, the piloting controller wrongly updates its process model of the airspace nearby the aircraft.\n",instruction: The flight operations system must receive all data required to determine the state of the environment and conditions around the aircraft under all Degraded Visual Environment conditions at all times.
"UCA: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: The piloting controller had the correct process model of the airspace at the point that it checked. However, between the time that the piloting controller checked the state of the airspace and the time that it begins its maneuver, an object or other aircraft enters the nearby airspace. However, the piloting controller, believing that the airspace is clear, does not check that airspace again and therefore now has the wrong process model of the nearby airspace when it actually begins its maneuver.\n",instruction: The flight operations system must always be able to determine if the state of the airspace changes between the time that it was checked and the commencement of a maneuver.
UCA: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: The other aircraft does not coordinate its movements sufficiently with this aircraft and therefore the piloting controller is forced to make assumptions based on the movement patterns it has observed and predict the intent of the other aircraft .\n,instruction: The flight operations system must take into account the current and future movements of other aircraft in the vicinity when selecting actuator movements.
"UCA: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: The other aircraft does coordinate its movements with this aircraft but, at the last minute or for some other reason, is forced to change its intended movements but does not communicate this new intent to the piloting controller.\n",instruction: The flight operations system must ensure that aircraft movements are selected such that sufficient reaction time is available to react and prevent violation of minimum separation if intent or movements of the other aircraft are different than expected.
"UCA: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: The piloting controller is forced to make a quick decision to avoid violating minimum separation that does not fully account for all objects and aircraft in the airspace. As a result, the piloting controller tries to avoid one object or aircraft and collides with another aircraft or object instead.\n",instruction: The flight operations system must take into account the current and future movements of other aircraft in the vicinity when selecting actuator movements.
"UCA: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: Degraded Visual Environment degrades or obscures sensors, leading to wrong, incomplete or missing feedback about the environment, Degraded Visual Environment conditions or the state of the aircraft. This could also be caused by a sensor suite that was not designed to operate in a particular set of Degraded Visual Environment conditions.\n",instruction: The flight operations system must be able to detect all objects and other aircraft in the environment under all Degraded Visual Environment conditions at all times.
"UCA: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario:  Changes in aircraft position are so slow or subtle that, especially under some Degraded Visual Environment conditions, the piloting controller is unable to distinguish the feedback showing the aircraft shifting or drifting in position. As a result, the mental model of the pilot  of the state or position of the aircraft does not match the actual state of the aircrafts or position.\n",instruction: The flight operations system must be able to detect slow or subtle changes in the state of the aircraft under all Degraded Visual Environment conditions at all times.
"UCA: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: The feedback indicating the presence of another aircraft or object nearby was delayed in arriving. This might occur because Degraded Visual Environment conditions increase the processing time needed before the piloting controller receives the feedback. As a result, the piloting controller selects actuator movements based on its current process model of the airspace which does not reflect the presence of another aircraft or object.\n",instruction: The flight operations system must select actuator movements that minimize the risk of violation of minimum separation when information about the state of the airspace is in a degraded condition (e.g. delayed).
"UCA: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: Feedback not showing the presence of another aircraft or object nearby was delayed in arriving. As a result, if the piloting controller is not aware of the delay, it might wrongly choose to incorporate that feedback even though it is already out of date.\n","instruction: The flight operations system must be able to determine if any feedback it is receiving about the mission of the aircraft readiness, state of the aircraft and the airspace around it is too old."
UCA: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: Degraded Visual Environment conditions (e.g. wind gusts) move the aircraft toward the other aircraft or object with enough force or at a high enough rate that the piloting controller is unable to react quickly enough or with appropriate amplitude to correct the disturbance.\n,instruction: The flight operations system must be able to respond quickly enough and with an appropriate magnitude to disturbances to prevent unintended movements of the aircraft.
UCA: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: The piloting controller is unable to select new actuator movements quickly enough to avoid violation of minimum separation. This might occur if the piloting controller recognizes the imminent violation too late or takes too long to select new actuator movements.\n,instruction: The flight operations system must be able to respond quickly enough to avoid violations of minimum separation.
UCA: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: The Flight Operations System must ensure that a viable path is always available to avoid a violation of minimum separation.\n,instruction: The flight operations system must ensure that a viable path is always available to avoid a violation of minimum separation.
UCA: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: The piloting controller has the wrong belief about the future movement of the other aircraft or object and believes that the other aircraft or object will no longer pose a threat.\n,instruction: The flight operations system must receive all data required to determine the state of the environment and conditions around the aircraft under all Degraded Visual Environment conditions at all times.
UCA: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: A similar cybersecurity reason would apply here as well.\n,instruction: The flight operations system must ensure that only authorized actuator movements are executed.
UCA: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: The piloting controller may have the wrong process model of the environment conditions and selects actuator movements that are insufficient to effect the desired change in flight path.\n,instruction: The flight operations system must select actuator movements that are sufficient and appropriate to effect the desired change in flight path under the given environmental conditions.
UCA: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: The piloting controller selects actuator movements that avoid one violation of minimum separation but causes another one.\n,instruction: The flight operations system must ensure that actuator movements avoid all possible violations of minimum separation.
"UCA: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: If another aircraft or controller external to the aircraft providing airspace guidance is in contact with the aircraft and wrongly believes that the airspace nearby the aircraft is clear (for any of the same reasons above) or if a priori data indicates that no ground obstacles are present, the piloting controller may assume that the external controller or a priori data is providing accurate information and disregard the onboard sensors in favor of the guidance provided by the external controller. If the piloting controller is human, this may also contribute to confirmation bias, causing the piloting controller not to look for any other evidence that another aircraft or object is nearby. As a result, the piloting controller wrongly updates its process model of the airspace nearby the aircraft.\n",instruction: The flight operations system must receive all data required to determine the state of the environment and conditions around the aircraft under all Degraded Visual Environment conditions at all times.
"UCA: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: The piloting controller had the correct process model of the airspace at the point that it checked. However, between the time that the piloting controller checked the state of the airspace and the time that it begins its maneuver, an object or other aircraft enters the nearby airspace. However, the piloting controller, believing that the airspace is clear, does not check that airspace again and therefore now has the wrong process model of the nearby airspace when it actually begins its maneuver.\n",instruction: The flight operations system must always be able to determine if the state of the airspace changes between the time that it was checked and the commencement of a maneuver.
UCA: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: The other aircraft does not coordinate its movements sufficiently with this aircraft and therefore the piloting controller is forced to make assumptions based on the movement patterns it has observed and predict the intent of the other aircraft .\n,instruction: The flight operations system must take into account the current and future movements of other aircraft in the vicinity when selecting actuator movements.
"UCA: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: The other aircraft does coordinate its movements with this aircraft but, at the last minute or for some other reason, is forced to change its intended movements but does not communicate this new intent to the piloting controller.\n",instruction: The flight operations system must ensure that aircraft movements are selected such that sufficient reaction time is available to react and prevent violation of minimum separation if intent or movements of the other aircraft are different than expected.
"UCA: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: The piloting controller is forced to make a quick decision to avoid violating minimum separation that does not fully account for all objects and aircraft in the airspace. As a result, the piloting controller tries to avoid one object or aircraft and collides with another aircraft or object instead.\n",instruction: The flight operations system must take into account the current and future movements of other aircraft in the vicinity when selecting actuator movements.
"UCA: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: Degraded Visual Environment degrades or obscures sensors, leading to wrong, incomplete or missing feedback about the environment, Degraded Visual Environment conditions or the state of the aircraft. This could also be caused by a sensor suite that was not designed to operate in a particular set of Degraded Visual Environment conditions.\n",instruction: The flight operations system must be able to detect all objects and other aircraft in the environment under all Degraded Visual Environment conditions at all times.
"UCA: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario:  Changes in aircraft position are so slow or subtle that, especially under some Degraded Visual Environment conditions, the piloting controller is unable to distinguish the feedback showing the aircraft shifting or drifting in position. As a result, the mental model of the pilot  of the state or position of the aircraft does not match the actual state of the aircrafts or position.\n",instruction: The flight operations system must be able to detect slow or subtle changes in the state of the aircraft under all Degraded Visual Environment conditions at all times.
"UCA: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: The feedback indicating the presence of another aircraft or object nearby was delayed in arriving. This might occur because Degraded Visual Environment conditions increase the processing time needed before the piloting controller receives the feedback. As a result, the piloting controller selects actuator movements based on its current process model of the airspace which does not reflect the presence of another aircraft or object.\n",instruction: The flight operations system must select actuator movements that minimize the risk of violation of minimum separation when information about the state of the airspace is in a degraded condition (e.g. delayed).
"UCA: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: Feedback not showing the presence of another aircraft or object nearby was delayed in arriving. As a result, if the piloting controller is not aware of the delay, it might wrongly choose to incorporate that feedback even though it is already out of date.\n","instruction: The flight operations system must be able to determine if any feedback it is receiving about the mission of the aircraft readiness, state of the aircraft and the airspace around it is too old."
UCA: Piloting controller provides actuator movements that pilots the aircraft toward another aircraft or object. LossScenario: Degraded Visual Environment conditions (e.g. wind gusts) move the aircraft toward the other aircraft or object with enough force or at a high enough rate that the piloting controller is unable to react quickly enough or with appropriate amplitude to correct the disturbance.\n,instruction: The flight operations system must be able to respond quickly enough and with an appropriate magnitude to disturbances to prevent unintended movements of the aircraft.
UCA: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: The piloting controller is unable to select new actuator movements quickly enough to avoid violation of minimum separation. This might occur if the piloting controller recognizes the imminent violation too late or takes too long to select new actuator movements.\n,instruction: The flight operations system must be able to respond quickly enough to avoid violations of minimum separation.
UCA: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: The Flight Operations System must ensure that a viable path is always available to avoid a violation of minimum separation.\n,instruction: The flight operations system must ensure that a viable path is always available to avoid a violation of minimum separation.
UCA: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: The piloting controller has the wrong belief about the future movement of the other aircraft or object and believes that the other aircraft or object will no longer pose a threat.\n,instruction: The flight operations system must receive all data required to determine the state of the environment and conditions around the aircraft under all Degraded Visual Environment conditions at all times.
UCA: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: A similar cybersecurity reason would apply here as well.\n,instruction: The flight operations system must ensure that only authorized actuator movements are executed.
UCA: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: The piloting controller may have the wrong process model of the environment conditions and selects actuator movements that are insufficient to effect the desired change in flight path.\n,instruction: The flight operations system must select actuator movements that are sufficient and appropriate to effect the desired change in flight path under the given environmental conditions.
UCA: Piloting Controller does not provide actuator movements when violation of minimum separation is imminent. LossScenario: The piloting controller selects actuator movements that avoid one violation of minimum separation but causes another one.\n,instruction: The flight operations system must ensure that actuator movements avoid all possible violations of minimum separation.
